City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current description
330,Puerto Quijarro,BO,-17.7833,-57.7667,71.58,97,100,3.29,overcast clouds
331,Bethel,US,41.3712,-73.414,52.38,89,90,8.05,mist
332,Yilan,TW,24.757,121.753,71.37,99,82,6.55,broken clouds
333,Cesky Dub,CZ,50.6605,14.9962,34.57,86,100,6.49,overcast clouds
334,Viedma,AR,-40.8135,-62.9967,62.78,42,0,9.24,clear sky
335,Aasiaat,GL,68.7098,-52.8699,18.63,74,99,7.25,overcast clouds
336,Searcy,US,35.2506,-91.7363,68.72,90,90,10.0,overcast clouds
337,Acapulco,MX,16.8634,-99.8901,76.82,94,20,4.61,few clouds
338,Toyooka,JP,35.5333,134.8333,47.89,77,100,1.5,overcast clouds
339,Lasa,IT,46.6166,10.7002,28.62,93,72,6.38,broken clouds
340,Ambanja,MG,-13.6833,48.45,88.39,53,13,5.44,few clouds
341,La Plata,AR,-34.9215,-57.9545,65.97,86,19,6.17,few clouds
342,Grand Gaube,MU,-20.0064,57.6608,84.6,62,19,10.0,light rain
343,Lorengau,PG,-2.0226,147.2712,78.73,94,100,10.85,moderate rain
344,Lusambo,CD,-4.9667,23.45,80.28,65,100,1.59,overcast clouds
345,Moshi,TZ,-3.35,37.3333,80.37,48,80,6.15,broken clouds
346,Giyani,ZA,-23.3025,30.7187,81.64,55,86,7.02,overcast clouds
347,Dombarovskiy,RU,50.7587,59.5386,28.22,91,81,6.62,broken clouds
348,Providencia,MX,28.7167,-111.5833,62.65,49,0,5.95,clear sky
349,Poum,NC,-20.2333,164.0167,82.0,76,5,13.91,clear sky
350,Pingzhuang,CN,42.0372,119.2889,32.27,41,0,7.85,clear sky
351,Naryan-Mar,RU,67.6713,53.087,22.8,91,100,21.41,overcast clouds
352,Ca Mau,VN,9.1769,105.15,85.66,57,25,7.25,scattered clouds
353,Laguna,US,38.421,-121.4238,48.42,95,1,0.0,mist
354,Aksarka,RU,66.5606,67.7975,-4.95,91,100,13.87,overcast clouds
355,Oktyabrskoye,RU,43.0645,44.7417,46.54,49,0,2.24,clear sky
356,Fukuma,JP,33.7667,130.4667,59.29,50,0,4.36,clear sky
357,Aykhal,RU,66.0,111.5,-26.59,98,98,7.2,overcast clouds
358,Cidreira,BR,-30.1811,-50.2056,69.78,83,100,10.96,overcast clouds
359,Sheridan,US,44.8333,-106.9173,11.66,80,94,1.01,overcast clouds
360,La Ronge,CA,55.1001,-105.2842,-10.35,92,11,7.7,few clouds
361,Wewak,PG,-3.5534,143.6268,83.05,80,100,5.41,overcast clouds
362,Half Moon Bay,US,37.4636,-122.4286,55.87,93,90,0.0,mist
363,Palmer,US,42.1584,-72.3287,44.82,69,90,1.99,overcast clouds
364,Lensk,RU,60.7253,114.9278,-17.48,100,41,4.36,scattered clouds
365,Klaksvik,FO,62.2266,-6.589,40.12,74,100,36.24,overcast clouds
366,San Carlos De Bariloche,AR,-41.1456,-71.3082,55.99,41,0,1.88,clear sky
367,Leningradskiy,RU,69.3833,178.4167,-2.99,95,100,24.81,light snow
368,Roald,NO,62.5833,6.1333,35.33,64,0,17.27,clear sky
369,Shingu,JP,33.7333,135.9833,57.29,88,100,8.88,overcast clouds
370,Sadon,RU,42.8518,44.0037,38.75,72,7,4.18,clear sky
371,Ayan,RU,56.45,138.1667,22.95,87,100,14.38,light snow
372,Lata,PT,40.1629,-8.3327,50.81,95,31,1.25,scattered clouds
373,Bentiu,SS,9.2333,29.8333,93.16,17,35,10.89,scattered clouds
374,Miraflores,MX,19.2167,-98.8083,57.02,71,99,1.68,overcast clouds
375,Umm Lajj,SA,25.0213,37.2685,77.25,45,8,10.33,clear sky
376,Vaitape,PF,-16.5167,-151.75,80.69,75,52,15.21,broken clouds
377,Svetlogorsk,BY,52.6333,29.7333,29.03,94,100,9.91,overcast clouds
378,Luis Correia,BR,-2.8792,-41.6669,79.59,78,37,12.55,scattered clouds
379,Adrar,MR,20.5022,-10.0711,59.86,19,100,13.02,overcast clouds
380,Arbazh,RU,57.6804,48.3065,5.56,82,12,4.29,few clouds
381,Pimenta Bueno,BR,-11.6725,-61.1936,72.32,99,100,2.28,heavy intensity rain
382,Nome,US,64.5011,-165.4064,28.47,93,90,23.02,light snow
383,Luderitz,NA,-26.6481,15.1594,73.09,52,0,17.05,clear sky
384,Berlevag,NO,70.8578,29.0864,26.55,74,75,31.07,light snow
385,Le Port,RE,-20.9373,55.2919,87.76,71,17,6.44,few clouds
386,Mosquera,CO,4.7059,-74.2302,48.29,100,20,3.44,few clouds
387,Necochea,AR,-38.5473,-58.7368,51.04,83,0,6.85,clear sky
388,Vostok,RU,46.4856,135.8833,27.81,95,100,10.6,light snow
389,Namibe,AO,-15.1961,12.1522,76.89,57,5,5.14,clear sky
390,Vanimo,PG,-2.6741,141.3028,82.18,85,100,9.98,overcast clouds
391,Benguela,AO,-12.5763,13.4055,80.02,75,67,6.44,light rain
392,Houma,US,29.5958,-90.7195,70.0,94,100,3.0,overcast clouds
393,Tselinnoye,RU,53.0833,85.6667,27.01,86,100,4.14,overcast clouds
394,Honningsvag,NO,70.9821,25.9704,31.91,93,100,26.19,snow
395,Inhambane,MZ,-23.865,35.3833,88.54,57,69,12.33,broken clouds
396,Diamantino,BR,-14.4086,-56.4461,71.71,97,100,1.52,overcast clouds
397,Yuncheng,CN,35.0231,110.9928,52.84,30,3,5.37,clear sky
398,Manakara,MG,-22.1333,48.0167,86.13,57,3,11.23,clear sky
399,San Cristobal,VE,7.7669,-72.225,64.31,81,99,1.95,overcast clouds
400,Acajutla,SV,13.5928,-89.8275,77.95,67,1,6.15,clear sky
401,Requena,ES,39.4883,-1.1004,46.53,75,96,14.12,overcast clouds
402,Gidole,ET,5.65,37.3667,71.06,32,8,3.36,clear sky
403,Bira,RU,49.0,132.4667,16.43,90,8,6.42,clear sky
404,Ngawen,ID,-7.0032,111.3129,75.47,91,100,7.36,overcast clouds
405,Synya,RU,65.3718,58.0387,0.16,98,93,7.16,overcast clouds
406,Boyuibe,BO,-20.4167,-63.2833,64.67,94,100,4.5,overcast clouds
407,Cabo San Lucas,MX,22.8909,-109.9124,74.52,76,100,4.54,overcast clouds
408,Dukat,RU,62.55,155.55,-31.14,100,45,3.56,scattered clouds
409,Najran,SA,17.4924,44.1277,73.35,18,0,5.28,clear sky
410,Bonavista,CA,48.6499,-53.1147,30.11,66,20,19.53,few clouds
411,La Palma,US,33.8464,-118.0467,71.49,91,1,3.44,mist
412,Kapoeta,SS,4.7717,33.5903,90.46,30,32,22.41,scattered clouds
413,Nanortalik,GL,60.1432,-45.2371,24.87,61,100,30.56,light snow
414,Omboue,GA,-1.5746,9.2618,75.36,94,100,6.69,moderate rain
415,Kalmunai,LK,7.4167,81.8167,83.26,72,60,7.67,broken clouds
416,Vila Franca Do Campo,PT,37.7167,-25.4333,61.2,85,60,1.03,broken clouds
417,Kasamwa,TZ,-2.85,32.4333,80.55,46,92,6.2,overcast clouds
418,Alofi,NU,-19.0595,-169.9187,76.89,83,75,11.5,light intensity drizzle
419,Christiana,ZA,-27.914,25.1611,73.6,30,0,10.42,clear sky
420,Acandi,CO,8.5063,-77.2778,76.01,94,70,2.53,broken clouds
421,Qinhuangdao,CN,39.9317,119.5883,45.77,34,0,8.81,clear sky
422,Vanavara,RU,60.34,102.2797,-6.77,98,100,1.95,overcast clouds
423,Vardo,NO,70.3705,31.1107,21.18,68,75,35.68,broken clouds
424,Tonj,SS,7.2737,28.6822,92.82,19,79,7.85,broken clouds
425,Dwarka,IN,22.2394,68.9678,80.35,39,0,10.42,clear sky
426,Butembo,CD,0.15,29.2833,73.26,54,85,3.13,light rain
427,Ponta Delgada,PT,37.7333,-25.6667,61.5,67,75,3.44,broken clouds
428,Ibotirama,BR,-12.1853,-43.2206,67.89,95,36,1.74,scattered clouds
429,Pemangkat,ID,1.1667,108.9667,82.74,72,100,10.8,overcast clouds
430,Kavaje,AL,41.1856,19.5569,51.96,88,100,11.65,overcast clouds
431,Villa Altagracia,DO,18.673,-70.171,74.1,96,28,2.77,scattered clouds
432,Buenos Aires,AR,-34.6132,-58.3772,65.93,89,75,8.05,broken clouds
433,Bintulu,MY,3.1667,113.0333,76.44,88,100,2.15,overcast clouds
434,Sydney Mines,CA,46.2367,-60.2177,28.17,82,73,1.99,broken clouds
435,Cap Malheureux,MU,-19.9842,57.6142,84.69,61,13,10.0,light rain
436,Rawson,AR,-43.3002,-65.1023,63.79,56,0,7.07,clear sky
437,Qaqortoq,GL,60.7167,-46.0333,23.5,73,51,18.45,broken clouds
438,Stromness,GB,58.965,-3.296,41.25,86,100,34.96,overcast clouds
439,Smithers,CA,54.7804,-127.1743,20.71,91,100,0.96,light snow
440,Hovd,MN,48.0056,91.6419,25.75,39,33,2.55,scattered clouds
441,Antalaha,MG,-14.9003,50.2788,85.66,57,13,11.56,light rain
442,Gazanjyk,TM,39.2446,55.5154,56.26,38,100,8.55,overcast clouds
443,Namangan,UZ,40.9983,71.6726,46.85,61,0,2.3,mist
444,Idrinskoye,RU,54.3708,92.1358,19.58,86,100,3.71,overcast clouds
445,Manono,CD,-7.3,27.4167,80.24,69,96,2.73,overcast clouds
446,Gao,ML,16.6362,1.637,75.38,12,0,8.93,clear sky
447,Tres Arroyos,AR,-38.3739,-60.2798,52.97,82,0,7.52,clear sky
448,Jiayuguan,CN,39.8167,98.3,33.49,35,100,8.7,overcast clouds
449,Taunggyi,MM,20.7833,97.0333,71.74,49,14,4.72,few clouds
450,Garowe,SO,8.4054,48.4845,80.91,37,30,9.95,scattered clouds
451,Oyama,JP,36.3,139.8,52.59,61,100,3.51,overcast clouds
452,Mahibadhoo,MV,3.7833,72.9667,82.6,73,11,14.12,few clouds
453,Takaungu,KE,-3.6837,39.8566,88.29,63,98,6.13,light rain
454,Wanning,CN,18.8003,110.3967,74.21,55,68,14.99,broken clouds
455,Pisco,PE,-13.7,-76.2167,65.01,88,0,11.5,clear sky
456,Tiznit,MA,29.5833,-9.5,54.0,46,0,2.28,clear sky
457,Inuvik,CA,68.3499,-133.7218,3.72,74,100,13.56,overcast clouds
458,Foumban,CM,5.7291,10.9001,76.68,42,100,0.96,overcast clouds
459,Porto Novo,BJ,6.4965,2.6036,83.43,75,68,5.32,broken clouds
460,Carutapera,BR,-1.195,-46.02,76.35,91,89,6.55,overcast clouds
461,Sambava,MG,-14.2667,50.1667,84.22,62,17,11.23,light rain
462,Krapkowice,PL,50.4752,17.9654,35.91,91,100,9.48,light snow
463,Panguna,PG,-6.3164,155.4848,71.46,96,100,1.52,light rain
464,Weirton,US,40.419,-80.5895,56.5,75,100,4.0,overcast clouds
465,Bedele,ET,8.456,36.353,73.4,34,5,4.21,clear sky
466,Balykshi,KZ,47.0667,51.8667,42.8,75,40,8.95,scattered clouds
467,Morondava,MG,-20.2833,44.2833,87.31,59,0,9.37,clear sky
468,Boa Vista,BR,2.8197,-60.6733,78.78,73,90,11.5,overcast clouds
469,Solvychegodsk,RU,61.3305,46.9156,-2.76,100,84,2.59,broken clouds
470,Westerland,DE,54.9079,8.3033,33.19,93,75,13.8,broken clouds
471,Auki,SB,-8.7676,160.7034,78.24,87,100,7.05,overcast clouds
472,Zhigansk,RU,66.7697,123.3711,-25.47,96,100,12.28,overcast clouds
473,Kushmurun,KZ,52.4503,64.6311,29.05,86,100,11.83,overcast clouds
474,Labrea,BR,-7.2586,-64.7981,72.55,100,100,1.54,moderate rain
475,Lompoc,US,34.6391,-120.4579,55.53,86,1,4.61,clear sky
476,San Quintin,MX,30.4833,-115.95,57.51,86,0,4.7,clear sky
477,Sumbe,AO,-11.2061,13.8437,79.12,84,98,4.65,overcast clouds
478,Sarangani,PH,5.4033,125.4636,83.8,71,62,11.5,broken clouds
479,Roebourne,AU,-20.7833,117.1333,104.0,22,10,27.34,clear sky
480,Jablah,SY,35.3614,35.9256,70.09,46,0,2.3,clear sky
481,Tadine,NC,-21.55,167.8833,77.31,83,36,9.13,scattered clouds
482,Damnagar,IN,21.7,71.5167,85.15,29,0,9.19,clear sky
483,Odweyne,SO,9.4092,45.064,75.88,32,5,2.93,clear sky
484,Kanniyakumari,IN,8.0833,77.5667,83.41,71,80,1.43,broken clouds
485,Vila Velha,BR,-20.3297,-40.2925,75.15,91,75,4.0,broken clouds
486,Ixtapa,MX,20.7,-105.2,71.22,89,100,2.95,overcast clouds
487,Mahon,ES,39.8885,4.2658,46.96,76,20,9.22,few clouds
488,Coquimbo,CL,-29.9533,-71.3436,57.54,90,38,4.27,scattered clouds
489,Uyovu,TZ,-3.2833,31.5258,79.77,48,74,5.39,broken clouds
490,Kloulklubed,PW,7.0419,134.2556,83.39,79,100,12.28,overcast clouds
491,Congonhas,BR,-20.4997,-43.8578,62.67,96,80,2.77,light rain
492,Japura,ID,-0.3167,102.35,85.96,67,79,4.34,light rain
493,Mitsamiouli,KM,-11.3847,43.2844,83.55,70,63,11.63,broken clouds
494,Kiama,AU,-34.6833,150.8667,68.38,76,100,8.01,light rain
495,Freeport,US,40.6576,-73.5832,55.02,83,90,5.99,light rain
496,Ust-Tsilma,RU,65.441,52.1498,7.18,92,68,8.03,broken clouds
497,Emba,KZ,48.8264,58.1442,33.58,74,95,8.93,overcast clouds
498,Antequera,ES,37.0194,-4.5612,50.9,87,18,5.44,few clouds
499,Cayenne,GF,4.9333,-52.3333,76.08,92,90,2.3,overcast clouds
500,Gawler,AU,-34.6,138.7333,74.82,51,88,14.81,overcast clouds
501,Berbera,SO,10.4396,45.0143,81.9,55,0,9.64,clear sky
502,Umm Kaddadah,SD,13.6017,26.6876,77.81,12,0,17.38,clear sky
503,Thinadhoo,MV,0.5333,72.9333,82.02,78,28,17.31,scattered clouds
504,Kenai,US,60.5544,-151.2583,26.65,92,90,3.44,light snow
505,Mandera,KE,3.9366,41.867,86.88,42,74,10.54,broken clouds
506,Santa Teresa,VE,10.2341,-66.6631,72.52,97,99,1.07,overcast clouds
507,Shenzhen,CN,22.5455,114.0683,74.86,42,6,1.99,clear sky
508,Marrakesh,MA,31.6315,-8.0083,41.07,93,0,6.91,clear sky
509,Eydhafushi,MV,5.1033,73.0708,82.33,76,21,11.12,few clouds
510,Kaseda,JP,31.4167,130.3167,59.25,55,84,3.47,broken clouds
511,Sukhaya Buyvola,RU,45.1533,42.9956,44.71,80,95,4.0,overcast clouds
512,Watertown,US,42.3709,-71.1828,47.46,69,90,1.01,overcast clouds
513,Saint Simons,US,31.1352,-81.3901,55.44,98,90,0.0,fog
514,Alta Floresta,BR,-9.8756,-56.0861,70.72,100,100,2.39,heavy intensity rain
515,Faya,SA,18.3851,42.4509,70.32,19,0,1.99,clear sky
516,Cordoba,AR,-31.4135,-64.1811,67.6,94,75,4.61,broken clouds
517,Toba,JP,34.4833,136.85,51.8,100,75,5.75,mist
518,Kiomboi,TZ,-4.2667,34.3667,79.75,33,100,6.69,overcast clouds
519,Caluquembe,AO,-13.7833,14.6833,71.62,61,89,1.9,overcast clouds
520,Orlik,RU,52.5178,99.825,14.79,82,17,1.23,few clouds
521,Gold Coast,AU,-28.0,153.4333,77.16,77,75,1.99,light rain
522,Gedo,ET,9.0167,37.45,69.22,26,5,0.38,clear sky
523,Ilhabela,BR,-23.7781,-45.3581,71.35,91,100,2.28,overcast clouds
524,Baruun-Urt,MN,46.6806,113.2792,25.61,47,0,21.41,clear sky
525,Rodeo,US,38.033,-122.2669,55.87,84,90,0.0,fog
526,Casa Nova,BR,-9.4167,-41.1333,74.5,76,0,15.55,clear sky
527,Matamoros,MX,25.5333,-103.25,65.77,33,100,1.97,overcast clouds
528,Newport,GB,51.5877,-2.9984,43.77,88,100,16.62,light rain
529,Charters Towers,AU,-20.1,146.2667,88.45,39,100,13.22,overcast clouds
530,Brooks,CA,50.5834,-111.8851,-2.96,85,80,6.22,broken clouds
531,Bykovo,RU,55.6361,38.0803,27.41,93,90,11.18,light snow
532,Husavik,IS,66.0449,-17.3389,37.04,89,100,11.59,overcast clouds
533,Tuy Hoa,VN,13.0833,109.3,70.83,92,99,11.16,overcast clouds
534,Fallon,US,39.4735,-118.7774,31.87,69,1,5.75,clear sky
535,Lakselv,NO,70.0513,24.9718,1.22,65,0,24.16,clear sky
536,Slave Lake,CA,55.2834,-114.769,3.74,85,5,3.49,clear sky
537,Uyskoye,RU,54.3775,60.0047,25.92,86,25,5.01,scattered clouds
538,Seredka,RU,58.1584,28.1858,-4.25,91,86,5.7,overcast clouds
539,Rio Gallegos,AR,-51.6226,-69.2181,44.65,65,0,2.3,clear sky
540,Henties Bay,NA,-22.116,14.2845,65.41,73,0,9.91,clear sky
541,Inongo,CD,-1.95,18.2667,73.35,80,100,4.63,overcast clouds
542,Cochrane,CA,51.1834,-114.4687,8.38,50,75,4.61,broken clouds
543,Novoagansk,RU,61.9449,76.6625,-10.23,97,13,5.06,few clouds
544,Union De San Antonio,MX,21.1,-101.9667,56.05,58,93,1.16,overcast clouds
545,Port Moresby,PG,-9.4431,147.1797,80.44,78,100,2.04,overcast clouds
546,Belaya Gora,RU,68.5333,146.4167,-30.95,98,98,1.88,overcast clouds
547,Orange Park,US,30.1661,-81.7065,57.18,100,20,0.0,mist
548,Bage,BR,-31.3314,-54.1069,60.8,98,14,6.82,few clouds
549,Chimore,BO,-16.9833,-65.1333,70.23,99,100,0.65,overcast clouds
550,Olga,RU,43.7444,135.2892,37.17,86,28,5.44,scattered clouds
551,Brigantine,US,39.4101,-74.3646,57.25,97,90,3.44,mist
552,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,72.45,99,97,1.57,overcast clouds
553,Ust-Kuyga,RU,70.0167,135.6,-19.86,99,100,0.67,overcast clouds
554,Gushikawa,JP,26.3544,127.8686,72.63,61,1,14.97,clear sky
555,Mathathane,BW,-22.2687,28.7495,79.97,53,99,11.27,overcast clouds
556,Abalak,RU,58.1286,68.5944,9.43,85,100,1.79,overcast clouds
557,Ornskoldsvik,SE,63.2909,18.7153,5.95,92,90,3.44,light snow
558,Nhulunbuy,AU,-12.2333,136.7667,84.81,74,75,9.22,moderate rain
559,Coihueco,CL,-36.6167,-71.8333,60.22,45,0,3.06,clear sky
560,Palana,RU,59.1167,159.9667,21.34,67,100,28.9,overcast clouds
561,Susangerd,IR,31.5608,48.1831,69.82,34,48,11.79,scattered clouds
562,Nelson Bay,AU,-32.7167,152.15,72.09,68,100,1.99,light rain
563,Badarganj,BD,25.674,89.0549,78.93,55,60,6.06,broken clouds
564,Koumac,NC,-20.5667,164.2833,81.48,73,50,3.67,scattered clouds
565,Flinders,AU,-34.5833,150.8552,69.21,75,100,8.77,light rain
566,Moron,AR,-34.6534,-58.6198,65.95,91,4,3.56,clear sky
567,Vuktyl,RU,63.8567,57.3094,1.27,95,100,2.57,overcast clouds
568,Fort Nelson,CA,58.8053,-122.7002,-23.08,99,24,1.92,few clouds
569,Srebrenica,BA,44.1064,19.2969,35.78,99,100,1.77,overcast clouds
570,Kununurra,AU,-15.7667,128.7333,96.78,41,64,6.91,broken clouds
571,Blythe,US,33.6103,-114.5964,59.45,18,1,3.44,clear sky
572,Gamba,GA,-2.65,10.0,74.61,94,100,4.5,moderate rain
573,Pacific Grove,US,36.6177,-121.9166,57.58,95,90,5.99,fog
574,Almaznyy,RU,48.0448,40.045,35.74,84,100,4.16,overcast clouds
575,Dunedin,NZ,-45.8742,170.5036,54.81,66,56,3.0,broken clouds
576,Nguruka,TZ,-5.1092,31.0419,80.89,48,100,7.81,overcast clouds
577,Kamenka,RU,51.3223,42.7678,27.75,56,98,10.87,overcast clouds
578,Cozumel,MX,20.5083,-86.9458,73.38,95,0,6.58,clear sky
579,Olinda,BR,-8.0089,-34.8553,80.33,74,20,6.91,few clouds
580,Kingston,JM,17.997,-76.7936,72.16,89,3,1.01,clear sky
581,Baishishan,CN,43.5833,127.5667,22.39,93,30,2.24,scattered clouds
582,Bilibino,RU,68.0546,166.4372,-19.62,97,100,3.27,overcast clouds
583,Khani,GE,41.9563,42.9566,47.77,46,35,3.27,scattered clouds
584,Terrace,CA,54.5163,-128.6035,26.42,88,100,1.12,overcast clouds
585,Acamixtla,MX,18.5667,-99.5833,61.32,65,100,3.74,overcast clouds
586,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,71.17,99,100,0.94,overcast clouds
587,Turukhansk,RU,65.8167,87.9833,-30.93,97,15,3.94,few clouds
588,Grindavik,IS,63.8424,-22.4338,37.87,87,40,10.36,scattered clouds
589,Iquique,CL,-20.2208,-70.1431,66.11,65,100,3.67,overcast clouds
590,Vao,NC,-22.6667,167.4833,76.95,85,100,12.8,overcast clouds
591,Bandarbeyla,SO,9.4942,50.8122,81.21,53,5,17.72,clear sky
592,Miandrivazo,MG,-19.5167,45.4667,98.44,29,2,3.13,clear sky
593,Hokitika,NZ,-42.7167,170.9667,54.66,72,100,6.91,overcast clouds
594,Sumenep,ID,-7.0167,113.8667,80.67,77,100,10.63,light rain
595,Ailigandi,PA,9.2333,-78.0167,79.21,86,100,4.03,overcast clouds
596,Nova Olimpia,BR,-14.7972,-57.2881,72.16,99,100,2.35,overcast clouds
597,Ust-Nera,RU,64.5667,143.2,-18.72,97,100,5.44,overcast clouds
598,Tsabong,BW,-26.0217,22.401,74.86,27,0,5.32,clear sky
599,Davila,PH,18.4726,120.5763,76.91,77,99,22.39,overcast clouds
600,Asau,RO,46.4333,26.4,35.76,82,100,1.72,overcast clouds
601,Honiara,SB,-9.4333,159.95,78.8,90,100,7.49,moderate rain
602,Cayeli,TR,41.0923,40.7292,63.77,47,2,3.22,clear sky
603,Guanica,PR,17.9716,-66.908,77.2,73,12,6.35,few clouds
604,Karratha,AU,-20.7377,116.8463,97.14,33,8,27.89,clear sky
605,Norsup,VU,-16.0667,167.3833,80.98,80,22,6.13,few clouds
606,Mathbaria,BD,22.2876,89.9593,70.47,96,100,7.31,overcast clouds
607,Rochegda,RU,62.8,43.25,-4.27,99,63,2.8,broken clouds
608,Manuk Mangkaw,PH,4.8,119.85,81.66,76,55,9.42,broken clouds
609,Los Llanos De Aridane,ES,28.6585,-17.9182,61.12,79,75,18.01,broken clouds
610,Sandwick,GB,60.0,-1.25,44.42,76,75,31.07,light intensity shower rain
611,Kirillov,RU,59.863,38.3813,-13.07,93,12,4.59,few clouds
612,Zapolyarnyy,RU,69.4154,30.8136,4.28,78,59,23.58,broken clouds
613,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,77.58,82,38,11.63,scattered clouds
614,Jonesboro,US,35.8423,-90.7043,66.04,82,90,20.0,overcast clouds
615,Bani,DO,18.2833,-70.3333,75.85,80,15,10.11,few clouds
616,Zirandaro,MX,18.45,-100.9833,73.78,64,99,0.76,overcast clouds
617,Doba,TD,8.65,16.85,87.26,22,61,4.79,broken clouds
618,Ugoofaaru,MV,5.6667,73.0,82.49,74,8,10.25,clear sky
619,Pangody,RU,65.85,74.4859,-20.4,94,23,11.36,few clouds
620,Sorong,ID,-0.8833,131.25,84.22,76,100,11.63,heavy intensity rain
621,Eshowe,ZA,-28.8865,31.4699,86.67,40,100,7.7,overcast clouds
622,Mehamn,NO,71.0357,27.8492,26.51,92,100,18.77,snow
623,Banfora,BF,10.6333,-4.7667,77.99,15,72,6.82,broken clouds
624,Miedzyrzecz,PL,52.4446,15.578,33.17,81,100,9.1,overcast clouds
625,Pendleton,US,45.6721,-118.7886,36.57,89,75,5.75,broken clouds
626,Paracuru,BR,-3.41,-39.0306,81.1,78,27,13.65,scattered clouds
627,Sioux Lookout,CA,50.1001,-91.917,5.38,94,100,13.56,light snow
628,Carmen,MX,18.6333,-91.8333,74.82,77,0,10.18,clear sky
629,Kumeny,RU,58.1089,49.9161,-0.45,92,7,4.9,clear sky
630,Gornozavodsk,RU,58.3758,58.3211,-3.15,92,81,4.21,broken clouds
631,Hualmay,PE,-11.0964,-77.6139,64.54,92,99,6.55,overcast clouds
632,Carlos Chagas,BR,-17.7031,-40.7664,69.89,95,96,1.92,overcast clouds
633,Tukrah,LY,32.5341,20.5791,62.46,51,3,24.23,clear sky
634,Petrivka,UA,46.9695,30.9591,52.25,91,100,16.53,overcast clouds
635,Janauba,BR,-15.8025,-43.3089,66.69,91,5,2.66,clear sky
636,Upington,ZA,-28.4478,21.2561,67.12,47,0,2.19,clear sky
637,Andenes,NO,69.3143,16.1194,24.78,80,75,14.97,broken clouds
638,Kapit,MY,2.0167,112.9333,75.52,97,100,2.1,overcast clouds
639,Evensk,RU,61.95,159.2333,-17.88,81,11,6.78,few clouds
640,Koshurnikovo,RU,54.1667,93.3,18.77,93,100,1.72,overcast clouds
641,Quchan,IR,37.106,58.5095,51.01,27,100,2.75,overcast clouds
642,Tucuma,BR,-0.1833,-50.05,75.49,94,97,3.87,overcast clouds
643,Minas,UY,-34.3759,-55.2377,64.87,96,1,3.44,clear sky
644,Haines Junction,CA,60.7522,-137.5108,3.16,99,100,2.86,light snow
645,Tautira,PF,-17.7333,-149.15,80.62,75,20,16.42,light rain
646,Puerto Vallarta,MX,20.6204,-105.2307,71.91,89,100,3.11,overcast clouds
647,Magadan,RU,59.5667,150.8,-6.52,88,39,5.26,scattered clouds
648,Den Helder,NL,52.9599,4.7593,39.02,93,90,8.01,mist
649,Oshawa,CA,43.9001,-78.8496,44.06,100,90,9.22,mist
650,Rundu,NA,-17.9333,19.7667,83.19,43,22,4.5,few clouds
651,Lagos,NG,6.5833,3.75,84.2,74,20,3.78,few clouds
652,Santiago De Cao,PE,-7.9589,-79.2392,64.38,91,100,8.08,overcast clouds
653,Luganville,VU,-15.5333,167.1667,79.47,85,22,5.57,few clouds
654,Hami,CN,42.8,93.45,35.42,45,53,3.49,broken clouds
655,Sainte-Marie,RE,-20.8968,55.5496,87.93,58,9,23.02,clear sky
656,Xai-Xai,MZ,-25.0519,33.6442,94.08,34,100,13.4,overcast clouds
657,Trelew,AR,-43.249,-65.3051,65.23,46,0,7.56,clear sky
658,Piacabucu,BR,-10.4056,-36.4344,75.54,88,36,7.94,scattered clouds
659,Kaharlyk,UA,49.8623,30.8282,35.33,98,100,7.96,overcast clouds
660,Brodokalmak,RU,55.5748,62.082,27.5,86,100,9.98,overcast clouds
661,Scottsbluff,US,41.8666,-103.6672,22.28,61,90,8.01,overcast clouds
662,Asfi,MA,32.2994,-9.2372,54.18,82,0,17.52,clear sky
